codigo_ibge;munic�pio;mapasan;participou;uf;regiao;porte_sisan;porte_ibge;mais200milhab;capital;sisan;data_adesao;ano_adesao;mes_ano_adesao;codigo_sequencia;v9165;v9166;v9167;v9168;v9169;v9170;v9171;v9172;v9173;v9174;v14322_1;v14322_2;v14322_3;v14322_4;v14322_98;v14322_99;v14324;v9188_1;v9188_2;v9188_3;v9188_4;v9188_98;v9188_99;v9189;v9190_1;v9190_2;v9190_3;v9190_4;v9190_5;v9190_6;v9190_7;v9190_8;v9190_98;v9190_99;v9191;v9175;v9176;v9177;v9178_1;v9178_2;v9178_3;v9178_4;v9178_5;v9178_6;v9178_7;v9178_8;v9178_9;v9178_10;v9178_98;v9179;v9180;v9181;v9182;v9185_1;v9185_2;v9185_3;v9185_4;v9185_98;v9185_99;v9186;v9187;v14320;p_latitude;p_longitude
431690;431690;2018;6047;43;4;4;6;1;0;0;;;;2057;Banco de alimentos Santa Maria RS;Rua Pantaleao, nº 356 - Centro CEP:;centro;97.015 - 000;Santa Maria;RS;(55) 3223 1690;fomezero@santamaria.rs.gov.br;nao;1;;;;;;;Nao houve construcao para o Banco de Alimentos. Esta alocado junto ao Restaurante Popular.;;;;;;;;;;;;;;;;;;;2;1;;;;1;1;;;;1;1;;;;80;35000;25000;;;;;1;;Mesa Brasil/SESC;0;1;-2.96858967830493E+16;-5380354263257980
354340;354340;2018;4032;35;3;5;7;1;0;0;;;;2314;Banco de Alimentos de Ribeirao Preto;Avenida Bandeirantes, 285;Vila Virginia;14030-670;Ribeirao Preto;SP;(16) 39413333;bancodealimentos@semas.pmrp.com.br;https://www.ribeiraopreto.sp.gov.br/scidadania/equipamentos/i27banco.php;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;1;1;;;1;1;;;80;21000;43000;;1;;1;1;;Associacao de Produtores de Ribeirao Preto;0;1;-21178;-47.81
355710;355710;2018;2018;35;3;2;5;0;0;0;;;;2309;Banco de Alimentos Lazara Candida do Carmo Leite de Carvalho;Rua Antonio Galera Lopes, 2076;Pozzobon;15503-024;Votuporanga;SP;(17) 34232975;bancodealimentos@votuporanga.sp.gov.br;votuporanga.sp.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$493.000,00;;;;;1;1;;1;1;1;;;76;15000;5000;;1;;1;;;;0;1;-2.04009149762225E+16;-4997756838798520
230370;230370;2018;6047;23;2;4;6;1;0;1;27/nov/14;2014;01/nov/14;2103;Banco de Alimentos de Caucaia;Rua Acapulco, 579;Parque Guadalajara;61650-160;Caucaia;CE;(85) 33422562;nutricionista@sas.caucaia.ce.gov.br;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;$69.000,00;;1;;1;1;1;;1;1;1;;;73;35401;11360;;;;;;;;0;1;-3.7636483346830496E+16;-3.8619518280029296E+16
410040;410040;2018;6047;41;4;3;6;0;0;0;;;;2293;Banco de Alimentos;"Casa do Agricultor
Av Vereador Wadislau Bugalski, 1380";Botiatuba;83570-000;Almirante Tamandare;PR;(41) 36998600;agricultura@tamandare.pr.gov.br;www.tamandare.pr.gov.br;1;;;;;1;;Utiliza espaco na CAsa do Agricultor construida com recursos federais;;;;;;;;;;;;;;;;;;;1;99;;;;;;;;;;1;;;;73;12000;40000;;;;;1;;Agricultura familiar PNAE;1;1;-2532524297882750;-493088185787201
520870;520870;2018;4033;52;5;5;7;1;1;0;;2014;;2212;Banco Municipal de Alimentos de Goiania;Av. Professor Venerando de Freitas Borges  Nº 150;Setor Jao;74673-010;Goiania;GO;(62) 35245010;bancodealimentosgoiania@gmail.com;www4.goiania.go.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;1;1;1;1;;;;;;70;8650;8562000;;1;;1;;;;0;1;-16680882;-492532691
310670;310670;2018;6047;31;3;4;6;1;0;0;;;;2035;Banco de Alimentos de Betim;Rua Rui Barbosa, nº 15;Chacara;;Betim;MG;(31) 3592572;bancodealimentospmbvidas@gmail.com;;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;$500.000,00;;;;1;1;1;;1;1;1;1;Casas de Recuperacao de dependentes Quimicos;68;40000;50000;;1;1;;1;;Doacoes de Instituicao de ensino, Produtores, etc..;0;1;-1.99623573729326E+16;-4418793439865110
210530;210530;2018;6047;21;2;4;6;1;0;1;03/ago/16;2016;01/ago/16;2034;BANCO DE ALIMENTOS;Rua Albano, nº 495, bairro Entrocamento;Entroncamento;65913-440;Imperatriz;MA;(99) 981018755;bancodealimentositz2009@hotmail.com;https://www.imperatriz.ma.gov.br/noticias/homenagens/superintendencia-de-seguranca-alimentar-celebra-dia-do-nutricionista.html;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$70.000,00;;1;1;1;1;1;;1;1;1;1;ASSOCIACOES;68;19992;8587145;;1;;;1;;FEIRAS, PEQUENOS AGRICULTURAS;0;1;-5518183910739820;-4.74675786495208E+16
310730;310730;2018;4033;31;3;1;4;0;0;0;;;;2240;Banco de Alimentos da Prefeitura Municipal de Bocaiuva;Rua Jose Brandao Filho, Nº603;Centro;39390-000;Bocaiuva;MG;(38) 99601277;socialbocaiuva@hotmail.com;Nao Possui.;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;98;99;;;1;1;;1;1;1;1;1;1;1;Quilombolas;66;16000;10000;;;1;;;;;1;1;-17108;-43815
354780;354780;2018;6047;35;3;5;7;1;0;0;;;;2095;Banco Municipal de Alimentos de Santo Andre;Av. dos Estados, 2.195, Sta Terezinha - CRAISA;Santa Terezinha;9210580;Santo Andre;SP;(11) 49969507;bancodealimentos@craisa.com.br;Nao possui;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;1;1;1;1;;;66;14000;31000;;;1;1;1;;Doacoes exporadicas de campanhas solidarias da prefeitura, empresas privadas e sem fins lucrativos;0;0;-236573395;-465322504
311860;311860;2018;6047;31;3;5;7;1;0;1;20/mar/14;2014;01/mar/14;2000;Banco de Alimentos;Rua Sao Lucas nº 266;Agua Branca;32371-110;Contagem;MG;(31) 33531474;roberto.fiau@contagem.mg.gov.br;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;1;1;1;;;;65;15000;40000;;1;;;;;;0;;-1.99289750857437E+16;-440343189239502
410830;410830;2018;6047;41;4;4;6;1;0;0;;;;2114;Banco de Alimentos;Av. Andradina, s/n, Cidade Nova;cidade nova;85.851 - 180 / 85.851 - 320;Foz do Iguacu;PR;(45) 3521 - 1031 AGRICULTURA / 1430 ACAO SOCIAL;bancodealimentos@pmfi.pr.gov.br;pmfi.pr.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;1;;;;;;;65;8000;35000;;;;1;1;;Ministerio da Agricultura;0;1;-2.5470243700562E+16;-5456040143966670
120040;120040;2018;6047;12;1;4;6;1;1;1;27/nov/14;2014;01/nov/14;2102;Banco Municipal de Alimentos do Municipio de Rio Branco -AC;Rodovia AC - 90, 2003 - Bairro Boa Vista/Sobral - Transacreana;Boa Vista/Sobral;69902-120;Rio Branco;AC;(68) 32420314;baceasa@gmail.com;www.riobranco.ac.gov.br;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;$1.720.000,00;;1;;1;1;1;;1;1;1;;;62;6000;36000;;1;1;1;1;;Mercados e Feiras Municipal;0;1;-99797117;-678252298
251080;251080;2018;6047;25;2;3;6;0;0;1;27/nov/14;2014;01/nov/14;2154;BANCO DE ALIMENTOS;Rua Antonio Felix, sn;Vitoria;58700-000;Patos;PB;(83) 34154106;simonemourasim@yahoo.com.br;Nao possui;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;1;;1;1;1;;60;47240;37456;;;;;1;;PAA- CONAB -PB;0;;-7020695919322490;-3727560281753540
251080;251080;2018;6047;25;2;3;6;0;0;1;27/nov/14;2014;01/nov/14;2061;BANCO DE ALIMENTOS;Rua Antonio Felix, sn;Bairro  da Vitoria;58700-000;Patos;PB;(83) 34154106;simonemourasim@yahoo.com.br;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;$105.200,00;;;;1;;;;;;;1;Associacoes Comunitarias de Bairro, Instituicoes Religiosas, Casas de Apoio, APAE, Instituicoes de Longa Permanencia para Idosos, Instituicoes de Acolhimento para Criancas e Adolescentes.;60;25000;30000;;;;;1;;PAA VIA CONAB;0;;-70148454;-372672607
351380;351380;2018;2018;35;3;4;6;1;0;0;;;;2298;Banco de Alimentos de Diadema;Rua Marechal Floriano, 289;Centro;09912-030;Diadema;SP;(11) 40578008;banco.alimentos@diadema.sp.gov.br;www.diadema.sp.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$12.250,00;;1;;;;1;;1;1;;;;60;12000;26000;;1;1;1;1;;Campanhas de doacao e produtos oriundos de apreensao;0;1;-236882533;-466172466
355250;355250;2018;6047;35;3;4;6;1;0;0;;;;2081;Banco de Alimentos de Suzano;Rua Abdo Rachid, 55;Centro;08674-050;Suzano;SP;(11) 4746 - 1580;agricultura@suzano.sp.gov.br;Nao Possui;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;99;;;;;;;;1;;1;1;;;57;10878;20000;;;;;1;;Doacao dos Produtores Rural do Municipio;0;1;-2.35363501115161E+16;-4630675077438350
230730;230730;2018;6047;23;2;4;6;1;0;0;;;;2018;Banco de Alimentos Ver. Jose Francisco Vasques landim;Av. Virgilio Tavora, 704;Timbaubas;63.010-020;Juazeiro do Norte;CE;(88) 35119680;bancodealimentosjn@gmail.com;Www.juazeiro.ce.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;1;1;1;1;1;;56;5600;1880;;;;;1;;eventos com ingressos e cooperativas  em alimentos;0;;-7211935605687730;-3929817718505850
430460;430460;2018;6047;43;4;4;6;1;0;1;20/mar/14;2014;01/mar/14;2132;Banco de Alimentos de Canoas;rua Expedicionario, 182;Nossa senhora das gracas;92110-320;Canoas;RS;(51) 30591559;debybemfi@hotmail.com;www.bancodealimentoscanoas.org.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;52;12000;10000;;1;1;1;;;;0;;-2.99310333780809E+16;-5117436712462220
411520;411520;2018;6047;41;4;4;6;1;0;1;03/ago/16;2016;01/ago/16;2066;Banco de Alimentos de Maringa;Rodovia Pr 317 nº 6.330 Saida p/ Campo Mourao;Gleba Pinguim;87065-901;Maringa;PR;(44) 32661147;pauloventurin@ceasa.pr.gov.br;www.ceasa.pr.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;1;;;;1;;1;;50;22747;95044;;;;;;;;0;0;-2.34107204228342E+16;-5.1985158920288E+16
316935;316935;2018;6047;31;3;1;4;0;0;0;;;;2157;BANCO DE ALIMENTOS DE TRES MARIAS;AVENIDA TRAVESSIA, 190;PARQUE DIADORIM;39205-000;Tres Marias;MG;(38) 37547009;bancodealimentoss@gmail.com;nao tem;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;$56.000,00;;;1;;1;;;1;1;1;;;50;13163;4000;;;;;1;;PNAE;1;1;-1.81956907465413E+16;-452343878908157
354390;354390;2018;6047;35;3;4;6;1;0;0;;;;2269;BANCO DE ALIMENTOS NUTRICIONAL E SUSTENTAVEL;AVENIDA 23, 1483;BAIRRO DO ESTADIO;13501-390;Rio Claro;SP;(19) 35221930;erica.belomi@assistenciasocial.rc.sp.gov.br;www.udam.org.br;1;;;;1;;;;;;;;;;;;;;;;;;;;;;2;1;$926.000,00;;;;;1;1;1;1;1;1;;;50;7500;22538;;1;;;1;;Horta Solidaria, doacao particular, campanhas municipais de arrecadacao, alimentos apreendidos pela Vigilancia Sanitaria, doacoes de agricultores (inclusive familiares);0;1;-2242348561865840;-4756723880767820
110002;110002;2018;6047;11;1;3;6;0;0;0;;;;2100;Banco de Alimentos de Ariquemes;RUA DEMOCRATA, n 2230;setor institucional;76872-850;Ariquemes;RO;(69) 35363406;semaic@ariquemes.ro.gov.br;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$60.000,00;;1;;;1;1;1;1;1;1;;;50;1500;30000;;1;;;1;;Doacao de Mercados;0;1;-99106824;-630329899
316720;316720;2018;6047;31;3;4;6;1;0;0;;;;2042;Banco de Alimentos de Sete Lagoas;Avenida Secretario Divino Padrao,nº 1515;Santo Antonio;35702075;Sete Lagoas;MG;(31) 37716281;secretaria.smdet@setelagoas.mg.gov.br;Nao possui;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$50.000,00;;1;;;1;;;1;1;1;;;49;10000;1500;;;;;1;;Redes de Bancos e Hortas Comunitarias;0;0;-1.947368306538E+16;-4.4257982969284E+16
510340;510340;2018;6047;51;5;5;7;1;1;0;;;;2030;Banco de alimentos;Rua Feliciano Galdino S/N;Porto;78000-000;Cuiaba;MT;(65) 36166734;marcela.rondon@cuiaba.mt.gov.br;www.cuiaba.mt.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$180.000,00;;;;;;1;;;1;1;1;para associacoes e instituicao nao governamentais;49;380;17000;;1;;;;;;0;1;-1.56133240961182E+16;-5610558986663810
353440;353440;2018;6047;35;3;5;7;1;0;1;11/out/17;2017;01/out/17;2092;Banco de Alimentos Jose Mota;Avenida General Pedro Pinho, 1340;Vila Pestana;06122-160;Osasco;SP;(11) 36544585;bancodealimentos.sica@osasco.sp.gov.br;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$342.000,00;;;;;;;;;1;;;;47;12900;67000;;1;;1;;;;0;0;-23537613;-468012486
351880;351880;2018;6047;35;3;5;7;1;0;0;;;;2004;Banco de Alimentos de Guarulhos;Alameda Tutoia, 534;Gopouva;07092-000;Guarulhos;SP;(11) 24725186;bancodealimentos@guarulhos.sp.gov.br;www.guarulhos.sp.gov.br;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;1;1;1;1;1;1;1;1;;;45;13000;41745;;1;1;1;1;;Campanhas de alimentos, feiras livres,;0;1;-234624425;-465425325
350320;350320;2018;6047;35;3;4;6;1;0;1;26/jul/18;2018;01/jul/18;2002;Banco de Alimentos de Araraquara;Avenida Padre Antonio Cezarino 808;Vila Xavier;14810-142;Araraquara;SP;(16) 33016161;bancoalimentos@araraquara.sp.gov.br;http://www.araraquara.sp.gov.br;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;$188.000,00;;;1;1;1;1;1;1;1;1;;;45;3717;30000;;1;1;;1;;Feiras dos produtores, PAA-CONAB e doacoes da iniciativa privada e Tiro de Guerra (campanhas solidarias).;0;1;-2178538487076860;-4.8163332939147904E+16
352210;352210;2018;6047;35;3;3;6;0;0;0;;;;2088;BANCO DE ALIMENTOS DE ITANHAEM;AV. MAL RONDON ESQ.COM URCEZINO FERREIRA S/N;CENTRO;11.740 - 000;Itanhaem;SP;(13) 34271836;banco.alimentos@yahoo.com.br;www.itanhaem.sp.gov.br;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;$300.000,00;;;;1;1;1;;;1;1;;;43;10000;35000;;1;;;1;;empresas de alimentacao terceirizadas, agricultores locais, Ibama, Mesa Brasil,Eventos pontuais;1;1;-2.41835002318008E+16;-4679120063781730
310620;310620;2018;6047;31;3;5;7;1;1;1;10/fev/17;2017;01/fev/17;2026;Banco de Alimentos de Belo Horizonte;Rua Tuiuti, 888;Padre Eustaquio;30720-440;Belo Horizonte;MG;(31) 32775713;bancodealimentos@pbh.gov.br;www.pbh.gov.br;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;1;1;1;1;comunidade terapeutica;42;6000;25000;;1;;;1;;outros Bancos de Alimentos;0;0;-1.99179301476089E+16;-4397693574428550
353870;353870;2018;6047;35;3;4;6;1;0;0;;;;2241;Banco Ceagesp;Rodovia SPA 155/308 Km04 Caixa postal 202;Zona Rural;13400-970;Piracicaba;SP;(19) 34242611;cepir@ceagesp.gov.br;www.ceagesp.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;99;0;;;;;;;1;1;;1;1;;;42;2000;1500;;;;;;;;0;;-227860314;-475933106
250750;250750;2018;6047;25;2;5;7;1;1;1;20/mar/14;2014;01/mar/14;2060;Banco de Alimentos de Joao Pessoa;Rua Waldemar Galdino Naziazeno, nº 333, Geisel;Geisel;58075000;Joao Pessoa;PB;(83) 32145496;bancodealimentos_pmjp@hotmail.com;www.joaopessoa.pb.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$6.310.000,00;;1;;1;1;1;;1;1;1;1;Socioassistenciais, Ongs,  e filantropicas;40;28010;10700000;;;;;1;;Campanhas solidarias;0;1;-7172729931655910;-3487399578094480
312610;312610;2018;6047;31;3;2;5;0;0;0;;;;2036;BANCO MUNICIPAL DE ALIMENTOS MARIA ATHANAZIA DE FREITAS;Av. Nossa Senhora da Abadia, 575-FUNDOS;Nossa Senhora Aparecida;35570-000;Formiga;MG;(37) 33291812;bancodealimentosformiga@yahoo.com.br;www.formiga.mg.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;1;1;1;1;1;1;;;40;14000;12000;;1;;;1;;Pequenos e medios produtores;0;1;-2.04580670416839E+16;-4544885158538810
311340;311340;2018;6047;31;3;2;5;0;0;1;10/fev/17;2017;01/fev/17;2127;Banco de Alimentos de Caratinga;R. Cel Antonio da Silva, Nº 700-A, Anexo ao Mercado Municipal;Centro;35300-032;Caratinga;MG;(33) 33298052;agricultura@caratinga.mg.gov.br;www.caratinga.mg.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;99;;;;1;;1;1;;1;1;1;1;Instituicoes sociais certificadas pelo CMI ou CMDCA ou COMSEANS;40;12263;25000;;;;1;1;;Programa Mesa Brasil do SESC;0;1;-1.97822567065366E+16;-4.2137342691421504E+16
313510;313510;2018;6047;31;3;2;5;0;0;0;;;;2038;IVETE MARIA CASTRO T. COELHO;OSVALDO ARANHA Nº100;PADRE EUSTAQUIO;39.440 - 000;Janauba;MG;(38) 3821258;bancoalimentos@janauba.mg.gov.br;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;40;12000;;;;;;;;;1;1;-1.57980555044374E+16;-433111310005188
250750;250750;2018;6047;25;2;5;7;1;1;1;20/mar/14;2014;01/mar/14;2113;Banco de Alimentos de Joao Pessoa;Rua, Waldemar Galdino Naziazeno, 333;Geisel;58071000;Joao Pessoa;PB;(83) 32145496;bancodealimentos_pmjp@hotmail.com;www.joaopessoa.pb.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;1;1;1;;1;1;1;1;nao existem outros grupos;40;6882;10700000;;;;;1;;campanhas de arrecadacao de carater solidario;0;1;-7172612838018260;-3487395286560050
230765;230765;2018;6047;23;2;4;6;1;0;1;20/mar/14;2014;01/mar/14;2019;Banco de Alimentos de Maracanau;Avenida IV, n.20;Jereissati I;61900-220;Maracanau;CE;(85) 34018075;bancodealimentos_sasc@maracanau.ce.gov.br;nao possui;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$22.222,22;;;;1;1;1;;1;1;1;1;CAPS e Projeto de Cidadania e Justica;40;4344;450;;1;;1;;;;0;0;-3.8753711081522896E+16;-3862222462892530
313130;313130;2018;6047;31;3;4;6;1;0;0;;;;2324;Banco de Alimentos Germina Alves Linhares;Rua Rio PARANA S/N;Parque Das Aguas;35164-409;Ipatinga;MG;(31) 38298705;bancodealimentos@ipatinga.mg.gov.br;www.ipatinga.mg.gov.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;$282.428,85;;1;;1;1;1;;;1;1;;;40;3500;2000;;;;;1;;Feirar livres, pessoa fisica.;0;0;-19468;-42537
315180;315180;2018;6047;31;3;3;6;0;0;1;20/mar/14;2014;01/mar/14;2108;Banco Municipal de Alimentos;Av. Wenceslau Braz, 2222;Jd Philadelphia;37706-000;Pocos de Caldas;MG;(35) 84065758;tiaonery@hotmail.com;nao tem;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;1;;1;;1;;;38;3000;15000;;1;;1;;;;0;;-2.17997502030416E+16;-4651449859142300
420420;420420;2018;6047;42;4;4;6;1;0;0;;;;2083;Banco Municipal de Alimentos de Chapeco;Rua John Kennedy, Nº 207 E;Passo dos Fortes;89805-500;Chapeco;SC;(49) 33245474;bancodealimentos@chapeco.sc.gov.br;Nao possui;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;$23.703,00;;;;;1;1;;1;;;;;36;1050;12000;;;;;1;;Alimentos arrecadados em eventos;0;1;-2708860688350040;-5.2615097165107696E+16
350600;350600;2018;6047;35;3;4;6;1;0;1;03/mai/16;2016;01/mai/16;2174;CEAGESP BAURU;Avenida Nacoes Unidas, nº 50-98;Presidente Geisel;17033-120;Bauru;SP;(14) 32032000;cebau.ceagesp@velus.com.br;cebau.ceagesp@velus.com.br;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;1;;;;;1;;1;;;;34;33000;232000;;;;;;;;0;0;-2.23355678276365E+16;-4903273344039910
316990;316990;2018;6047;31;3;3;6;0;0;0;;;;2043;Banco de Alimentos de Uba;Rua Virgilio Maia Neves, 266.;Bairro da Luz;36504-208;Uba;MG;(32) 35315567;bancodealimentos@uba.mg.gov.br;http://www.uba.mg.gov.br/diario-eletronico;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;$332.801,00;;;;1;1;1;;;;1;1;entidades de saude que possui CEBAS;34;3800;13000;;1;;;1;;Campanhas Internas da Prefeitura;0;1;-2.11144085954966E+16;-4292306900024410
